16100,2019-08-03,Tandoori Mixed Grill,2,11.95
16100,2019-08-03,Plain Papadum,3,0.8
16100,2019-08-03,Mint Sauce,1,0.5
16100,2019-08-03,Mango Chutney,1,0.5
16100,2019-08-03,Korma Sauce,1,3.95
16099,2019-08-03,Pathia - Prawn,1,9.95
16099,2019-08-03,Chicken Biryani,1,9.95
16099,2019-08-03,Peshwari Naan,2,2.95
16099,2019-08-03,Plain Papadum,1,0.8
16099,2019-08-03,Mint Sauce,1,0.5
16098,2019-08-03,Chicken Tikka Jalfrezi,1,8.95
16098,2019-08-03,Bhuna - Lamb,1,8.95
16098,2019-08-03,Special Fried Rice,2,3.95
16098,2019-08-03,Peshwari Naan,1,2.95
16098,2019-08-03,Aloo Gobi,1,5.95
16098,2019-08-03,Chicken Tikka Masala,1,8.95
16097,2019-08-03,Meat Samosa,1,3.95
16097,2019-08-03,Mixed Vegetable Curry,1,5.95
16097,2019-08-03,Dupiaza - Lamb,1,8.95
16097,2019-08-03,Lemon Rice,1,3.95
16097,2019-08-03,Methi - Lamb,1,8.95
16097,2019-08-03,Pilau Rice,1,2.95
16097,2019-08-03,Garlic Naan,1,2.95
16097,2019-08-03,Onion Bhajee,1,3.95
16097,2019-08-03,Spicy Papadum,1,0.8
16096,2019-08-03,Plain Naan,1,2.6
16096,2019-08-03,Pilau Rice,1,2.95
16096,2019-08-03,Chicken Tikka Masala,1,8.95
16096,2019-08-03,Bhuna - Lamb,1,8.95
16096,2019-08-03,Plain Papadum,2,0.8
16095,2019-08-03,Lamb Biryani,1,9.95
16095,2019-08-03,Plain Naan,2,2.6
16094,2019-08-02,Lamb Tikka,1,4.95
16094,2019-08-02,Onion Bhajee,1,3.95
16094,2019-08-02,Saag Paneer,1,5.95
16094,2019-08-02,Chicken Tikka Masala,1,8.95
16094,2019-08-02,Keema Rice,1,3.95
16094,2019-08-02,Rogon - Lamb,1,8.95
16094,2019-08-02,Chicken Tikka Karahi,1,9.95
16094,2019-08-02,Pilau Rice,1,2.95
16094,2019-08-02,Bombay Aloo,1,5.95
16093,2019-08-02,Onion Bhajee,1,3.95
16093,2019-08-02,French Fries,1,3.95
16093,2019-08-02,Chicken Tikka Masala,1,8.95
16093,2019-08-02,Korma - Chicken,1,8.95
16093,2019-08-02,Plain Naan,1,2.6
16093,2019-08-02,Pilau Rice,1,2.95
16092,2019-08-02,Aloo Chaat,1,4.95
16092,2019-08-02,Chicken Tikka Masala,1,8.95
16092,2019-08-02,Garlic Naan,1,2.95
16092,2019-08-02,Pilau Rice,1,2.95
16092,2019-08-02,Bhuna - Chicken,1,8.95
16091,2019-08-02,Plain Papadum,3,0.8
16091,2019-08-02,Lemon Rice,1,3.95
16091,2019-08-02,Lamb Mysore,1,9.95
16091,2019-08-02,Dhansak - Chicken,1,8.95
16091,2019-08-02,Chapati,1,1.95
16090,2019-08-02,Lamb Biryani,2,9.95
16090,2019-08-02,Peshwari Naan,1,2.95
16089,2019-08-02,Onion Bhajee,1,3.95
16089,2019-08-02,Aloo Gobi,1,5.95
16089,2019-08-02,Chicken Biryani,1,9.95
16089,2019-08-02,Madras - Chicken,1,7.95
16089,2019-08-02,Korma - Chicken,1,8.95
16089,2019-08-02,Chicken Balti,1,9.95
16089,2019-08-02,Chicken Tikka Chilli Masala,1,8.95
16089,2019-08-02,Lal Mirch Chicken,1,9.95
16089,2019-08-02,Korma - Prawn,1,9.95
16089,2019-08-02,Korma - King Prawn,1,12.95
16089,2019-08-02,Plain Rice,1,2.95
16089,2019-08-02,Mushroom Rice,2,3.95
16089,2019-08-02,Garlic Naan,1,2.95
16089,2019-08-02,Keema Naan,1,2.95
16089,2019-08-02,Peshwari Naan,1,2.95
16089,2019-08-02,Plain Papadum,10,0.8
16089,2019-08-02,Spicy Papadum,2,0.8
16089,2019-08-02,Mango Chutney,2,0.5
16089,2019-08-02,Onion Chutney,6,0.5
16089,2019-08-02,Red Sauce,4,0.5
16089,2019-08-02,Mint Sauce,2,0.5
16088,2019-08-02,Vindaloo - Chicken,1,7.95
16088,2019-08-02,Madras - Chicken Tikka,1,7.95
16088,2019-08-02,Plain Rice,2,2.95
16088,2019-08-02,Plain Naan,2,2.6
16088,2019-08-02,Madras - Chicken,1,7.95
16088,2019-08-02,Plain Papadum,4,0.8
16088,2019-08-02,Bombay Aloo,1,5.95
16087,2019-08-02,Chicken Tikka Jalfrezi,1,8.95
16087,2019-08-02,Pilau Rice,1,2.95
16087,2019-08-02,Plain Papadum,2,0.8
16087,2019-08-02,Spicy Papadum,1,0.8
16087,2019-08-02,Vindaloo Sauce,1,3.95
16086,2019-08-02,Onion Bhajee,1,3.95
16086,2019-08-02,Mango Chutney,1,0.5
16086,2019-08-02,Meat Samosa,1,3.95
16086,2019-08-02,Chicken Pakora,1,5.95
16086,2019-08-02,Lamb Biryani,1,9.95
16086,2019-08-02,Chicken Biryani,1,9.95
16086,2019-08-02,Chicken Tikka Biryani,1,10.95
16086,2019-08-02,Aloo Gobi,1,5.95
16085,2019-08-02,Chicken Tikka Jalfrezi,1,8.95
16085,2019-08-02,Bombay Aloo,1,5.95
16085,2019-08-02,Chana Masala,1,5.95
16085,2019-08-02,Dupiaza - Chicken,1,8.95
16085,2019-08-02,Keema Naan,1,2.95
16085,2019-08-02,Pilau Rice,1,2.95
16085,2019-08-02,Mushroom Rice,1,3.95
16084,2019-08-02,Muttar Paneer,1,5.95
16084,2019-08-02,Garlic Naan,1,2.95
16084,2019-08-02,Mushroom Rice,1,3.95
16084,2019-08-02,Plain Naan,1,2.6
16083,2019-08-02,Chicken Tikka (Main),2,8.95
16083,2019-08-02,Tandoori Mixed Grill,1,11.95
16083,2019-08-02,Chicken Tikka Masala,1,8.95
16083,2019-08-02,Curry - Chicken,1,7.95
16083,2019-08-02,Bombay Aloo,2,5.95
16083,2019-08-02,Muttar Paneer,1,5.95
16083,2019-08-02,Plain Naan,4,2.6
16083,2019-08-02,Pilau Rice,4,2.95
16083,2019-08-02,Keema Rice,1,3.95
16083,2019-08-02,Aloo Chaat,1,4.95
16083,2019-08-02,Chicken Balti,1,9.95
16083,2019-08-02,Chicken Shashlick,1,9.95
16083,2019-08-02,Vegetable Balti,1,9.95
16083,2019-08-02,Cauliflower Bhajee,1,5.95
16083,2019-08-02,Vindaloo - Chicken,1,7.95
16082,2019-08-01,Butter Chicken,1,9.95
16082,2019-08-01,Prawn Balti,1,10.95
16081,2019-08-01,Tandoori Chicken Masala,1,8.95
16081,2019-08-01,Curry - Chicken,1,7.95
16081,2019-08-01,Aloo Gobi,1,5.95
16081,2019-08-01,Plain Naan,1,2.6
16081,2019-08-01,Pilau Rice,1,2.95
16081,2019-08-01,Plain Papadum,1,0.8
16081,2019-08-01,Red Sauce,1,0.5
16081,2019-08-01,Mango Chutney,1,0.5
16081,2019-08-01,Mixed Starter,1,5.95
16080,2019-08-01,Madras - Lamb,1,7.95
16080,2019-08-01,Mushroom Rice,1,3.95
16080,2019-08-01,French Fries,1,3.95
16080,2019-08-01,Korma - Chicken,2,8.95
16080,2019-08-01,Plain Naan,1,2.6
16080,2019-08-01,Garlic Naan,1,2.95
16079,2019-08-01,Plain Papadum,4,0.8
16079,2019-08-01,Pathia - Chicken Tikka,2,8.95
16079,2019-08-01,COBRA ( LARGE ),1,5.95
16079,2019-08-01,House white wine 75cl,1,17.95
16079,2019-08-01,Pilau Rice,2,2.95
16078,2019-08-01,Lamb Tikka,1,4.95
16078,2019-08-01,Lime Pickle,1,0.5
16078,2019-08-01,Onion Chutney,1,0.5
16078,2019-08-01,Plain Rice,1,2.95
16078,2019-08-01,King Prawn Shaslick,1,12.95
16078,2019-08-01,COBRA ( LARGE ),2,5.95
16077,2019-08-01,Chicken Tikka Biryani,1,10.95
16077,2019-08-01,Stuffed Paratha,1,3.95
16077,2019-08-01,Meat Samosa,1,3.95
16076,2019-08-01,Plain Rice,1,2.95
16076,2019-08-01,Plain Naan,2,2.6
16076,2019-08-01,Mixed Vegetable Curry,1,5.95
16076,2019-08-01,Aloo Gobi,1,5.95
16076,2019-08-01,Curry Sauce,1,3.95
16076,2019-08-01,Mango Chutney,1,0.5
16076,2019-08-01,Raitha,1,2.95
16075,2019-08-01,Madras - Chicken,1,7.95
16075,2019-08-01,Plain Naan,1,2.6
16075,2019-08-01,Bottle Diet Coke,1,2.95
16075,2019-08-01,Plain Rice,1,2.95
16074,2019-08-01,Bombay Aloo,1,5.95
16074,2019-08-01,Chicken Tikka Jalfrezi,1,8.95
16074,2019-08-01,Mushroom Rice,1,3.95
16074,2019-08-01,Plain Papadum,2,0.8
16073,2019-08-01,Cauliflower Bhajee,1,5.95
16073,2019-08-01,Dhansak - Chicken,1,8.95
16073,2019-08-01,Tarka Dall,2,5.95
16073,2019-08-01,Saag Dall,1,5.95
16072,2019-08-01,Vindaloo - Chicken,2,7.95
16072,2019-08-01,Special Fried Rice,1,3.95
16072,2019-08-01,Plain Naan,1,2.6
16072,2019-08-01,Bombay Aloo,1,5.95
16071,2019-07-31,Lamb Biryani,1,9.95
16071,2019-07-31,Chicken Biryani,1,9.95
16071,2019-07-31,Bombay Aloo,1,5.95
16071,2019-07-31,Peshwari Naan,1,2.95
16069,2019-07-31,Dhansak - Lamb,1,8.95
16069,2019-07-31,Korma - Chicken,1,8.95
16069,2019-07-31,Plain Naan,1,2.6
16069,2019-07-31,Pilau Rice,1,2.95
16068,2019-07-31,Pilau Rice,2,2.95
16068,2019-07-31,Chicken Tikka Masala,2,8.95
16068,2019-07-31,Madras - Chicken Tikka,1,7.95
16068,2019-07-31,Onion Bhajee,2,3.95
16067,2019-07-31,Chicken Tikka Jalfrezi,1,8.95
16067,2019-07-31,Pilau Rice,1,2.95
16067,2019-07-31,Plain Naan,1,2.6
16067,2019-07-31,Green Salad,1,2.95
16066,2019-07-31,Sheek Kebab,1,4.95
16066,2019-07-31,Vegetable Biryani,1,9.95
16066,2019-07-31,Aloo Chaat,1,4.95
16066,2019-07-31,Madras - King Prawn,1,11.95
16066,2019-07-31,Pilau Rice,2,2.95
16066,2019-07-31,Butter Chicken,1,9.95
16066,2019-07-31,Plain Papadum,1,0.8
16065,2019-07-31,Chicken Tikka Masala,1,8.95
16065,2019-07-31,Plain Naan,5,2.6
16065,2019-07-31,Rogon - Chicken,1,8.95
16065,2019-07-31,Chicken Tikka (Main),1,8.95
16065,2019-07-31,Madras - Chicken Tikka,2,7.95
16065,2019-07-31,Garlic Naan,1,2.95
16065,2019-07-31,Bombay Aloo,1,5.95
16065,2019-07-31,Saag Aloo,1,5.95
16065,2019-07-31,French Fries,1,3.95
16065,2019-07-31,Pilau Rice,2,2.95
16065,2019-07-31,Onion Bhajee,3,3.95
16064,2019-07-31,Plain Papadum,4,0.8
16064,2019-07-31,Mint Sauce,1,0.5
16064,2019-07-31,Chicken Tikka Karahi,1,9.95
16064,2019-07-31,Mushroom Bhajee,1,5.95
16064,2019-07-31,Plain Rice,2,2.95
16063,2019-07-31,Chicken Tikka,1,4.95
16063,2019-07-31,Royal Paneer,1,5.95
16063,2019-07-31,Garlic Naan,1,2.95
16063,2019-07-31,Bottle Diet Coke,1,2.95
16062,2019-07-31,Korma - Chicken,1,8.95
16062,2019-07-31,Peshwari Naan,1,2.95
16062,2019-07-31,Lemon Rice,1,3.95
16062,2019-07-31,Mushroom Rice,1,3.95
16062,2019-07-31,Lamb Sylhet,1,9.95
16061,2019-07-31,Spicy Papadum,2,0.8
16061,2019-07-31,Red Sauce,1,0.5
16061,2019-07-31,Plain Rice,1,2.95
16061,2019-07-31,Dupiaza - Chicken Tikka,1,8.95
16061,2019-07-31,Chapati,1,1.95
16060,2019-07-31,Saag - Chicken,1,8.95
16060,2019-07-31,Saag Paneer,1,5.95
16060,2019-07-31,Saag Rice,1,3.95
16059,2019-07-31,Sheek Kebab,1,4.95
16059,2019-07-31,Plain Papadum,3,0.8
16059,2019-07-31,Lamb Tikka Masala,1,8.95
16059,2019-07-31,Pilau Rice,1,2.95
16059,2019-07-31,Keema Naan,1,2.95
16059,2019-07-31,French Fries,1,3.95
16058,2019-07-31,Keema Rice,1,3.95
16058,2019-07-31,Bombay Aloo,1,5.95
16058,2019-07-31,Madras - Lamb,1,7.95
16057,2019-07-31,Lamb Biryani,1,9.95
16057,2019-07-31,Lamb Tikka Chilli Masala,1,8.95
16057,2019-07-31,Garlic Naan,1,2.95
16056,2019-07-30,Paneer Tikka Sizzler,1,9.95
16056,2019-07-30,Vindaloo Sauce,1,3.95
16056,2019-07-30,Plain Rice,1,2.95
16056,2019-07-30,French Fries,1,3.95
16055,2019-07-30,Chicken Mysore,1,9.95
16055,2019-07-30,Garlic Naan,3,2.95
16055,2019-07-30,Lamb Chilli Garlic,1,9.95
16054,2019-07-30,Aloo Chaat,1,4.95
16054,2019-07-30,Tandoori Mixed Grill,1,11.95
16054,2019-07-30,Tandoori Roti,1,2.6
16053,2019-07-30,King Prawn Puree,1,5.95
16053,2019-07-30,Plain Papadum,1,0.8
16053,2019-07-30,Chicken Shashlick,1,9.95
16053,2019-07-30,Bhindi Bhajee,1,5.95
16053,2019-07-30,Dhansak Sauce,1,3.95
16052,2019-07-30,Onion Bhajee,2,3.95
16052,2019-07-30,Tarka Dall,1,5.95
16052,2019-07-30,Saag Paneer,1,5.95
16052,2019-07-30,Baingan Hari Mirch,1,5.95
16051,2019-07-30,Madras - Chicken,1,7.95
16051,2019-07-30,Lemon Rice,1,3.95
16051,2019-07-30,Spicy Papadum,1,0.8
16051,2019-07-30,French Fries,1,3.95
16050,2019-07-30,Mint Sauce,1,0.5
16050,2019-07-30,Lime Pickle,1,0.5
16048,2019-07-30,Mango Chutney,2,0.5
16047,2019-07-30,Red Sauce,1,0.5
16043,2019-07-30,Onion Chutney,1,0.5
16043,2019-07-30,Red Sauce,1,0.5
16041,2019-07-29,Red Sauce,1,0.5
16038,2019-07-29,Mango Chutney,1,0.5
16033,2019-07-29,Mint Sauce,1,0.5
16030,2019-07-28,Mango Chutney,1,0.5
16030,2019-07-28,Mint Sauce,1,0.5
16030,2019-07-28,Onion Chutney,1,0.5
16027,2019-07-28,Onion Chutney,1,0.5
16026,2019-07-28,Mango Chutney,1,0.5
16026,2019-07-28,Mint Sauce,1,0.5
16020,2019-07-28,Mango Chutney,1,0.5
16020,2019-07-28,Mint Sauce,1,0.5
16019,2019-07-28,Mango Chutney,1,0.5
16017,2019-07-28,Mango Chutney,1,0.5
16011,2019-07-27,Mango Chutney,1,0.5
16011,2019-07-27,Mint Sauce,1,0.5
16009,2019-07-27,Mango Chutney,2,0.5
16009,2019-07-27,Lime Pickle,1,0.5
16008,2019-07-27,Mango Chutney,1,0.5
16007,2019-07-27,Mint Sauce,1,0.5
16007,2019-07-27,Red Sauce,1,0.5
16006,2019-07-27,Mint Sauce,1,0.5
16006,2019-07-27,Mango Chutney,1,0.5
16005,2019-07-27,Mint Sauce,2,0.5
16002,2019-07-27,Mango Chutney,1,0.5
16002,2019-07-27,Mint Sauce,1,0.5
15998,2019-07-27,Mango Chutney,1,0.5
15996,2019-07-27,Mango Chutney,1,0.5
15995,2019-07-27,Mint Sauce,1,0.5
15995,2019-07-27,Mango Chutney,1,0.5
15990,2019-07-27,Onion Chutney,2,0.5
15990,2019-07-27,Red Sauce,2,0.5
15990,2019-07-27,Mint Sauce,2,0.5
15990,2019-07-27,Mango Chutney,1,0.5
15990,2019-07-27,Lime Pickle,1,0.5
15985,2019-07-26,Mint Sauce,1,0.5
15980,2019-07-26,Mango Chutney,1,0.5
15979,2019-07-26,Mango Chutney,1,0.5
15979,2019-07-26,Red Sauce,1,0.5
15978,2019-07-26,Red Sauce,1,0.5
15978,2019-07-26,Mango Chutney,1,0.5
15978,2019-07-26,Mint Sauce,1,0.5
15977,2019-07-26,Red Sauce,1,0.5
15977,2019-07-26,Mango Chutney,1,0.5
15977,2019-07-26,Mint Sauce,1,0.5
15973,2019-07-26,Mint Sauce,1,0.5
15973,2019-07-26,Red Sauce,1,0.5
15967,2019-07-26,Mango Chutney,1,0.5
15966,2019-07-26,Mango Chutney,1,0.5
15966,2019-07-26,Lime Pickle,1,0.5
15965,2019-07-26,Mango Chutney,1,0.5
15964,2019-07-26,Mint Sauce,2,0.5
15964,2019-07-26,Onion Chutney,1,0.5
15964,2019-07-26,Red Sauce,1,0.5
15964,2019-07-26,Lime Pickle,1,0.5
15955,2019-07-25,Onion Chutney,1,0.5
15955,2019-07-25,Red Sauce,1,0.5
15954,2019-07-25,Mango Chutney,2,0.5
15951,2019-07-25,Mint Sauce,1,0.5
15951,2019-07-25,Mango Chutney,1,0.5
15947,2019-07-25,Lime Pickle,1,0.5
15945,2019-07-24,Mango Chutney,1,0.5
15945,2019-07-24,Mint Sauce,1,0.5
15945,2019-07-24,Onion Chutney,1,0.5
15935,2019-07-23,Mint Sauce,1,0.5
15934,2019-07-23,Mango Chutney,2,0.5
15931,2019-07-23,Red Sauce,1,0.5
15931,2019-07-23,Mint Sauce,1,0.5
15925,2019-07-22,Onion Chutney,1,0.5
15925,2019-07-22,Mint Sauce,1,0.5
15925,2019-07-22,Red Sauce,1,0.5
15915,2019-07-21,Mango Chutney,2,0.5
15915,2019-07-21,Mint Sauce,1,0.5
15914,2019-07-21,Mango Chutney,1,0.5
15906,2019-07-21,Onion Chutney,1,0.5
15904,2019-07-21,Lime Pickle,1,0.5
15900,2019-07-20,Red Sauce,1,0.5
15896,2019-07-20,Mango Chutney,1,0.5
15895,2019-07-20,Mango Chutney,1,0.5
15895,2019-07-20,Mint Sauce,1,0.5
15892,2019-07-20,Mint Sauce,1,0.5
15892,2019-07-20,Onion Chutney,1,0.5
15891,2019-07-20,Mint Sauce,1,0.5
15891,2019-07-20,Onion Chutney,1,0.5
15890,2019-07-20,Mango Chutney,1,0.5
15888,2019-07-20,Mango Chutney,2,0.5
15887,2019-07-20,Mango Chutney,1,0.5
15887,2019-07-20,Mint Sauce,1,0.5
15887,2019-07-20,Red Sauce,1,0.5
15885,2019-07-20,Mint Sauce,1,0.5
15884,2019-07-20,Mint Sauce,1,0.5
15879,2019-07-20,Mango Chutney,1,0.5
15873,2019-07-19,Mint Sauce,1,0.5
15872,2019-07-19,Mango Chutney,1,0.5
15872,2019-07-19,Onion Chutney,4,0.5
15872,2019-07-19,Red Sauce,2,0.5
15870,2019-07-19,Mango Chutney,1,0.5
15869,2019-07-19,Mango Chutney,1,0.5
15869,2019-07-19,Lime Pickle,1,0.5
15869,2019-07-19,Mint Sauce,1,0.5
15867,2019-07-19,Red Sauce,1,0.5
15867,2019-07-19,Mint Sauce,1,0.5
15867,2019-07-19,Lime Pickle,1,0.5
15861,2019-07-19,Lime Pickle,1,0.5
15860,2019-07-19,Mango Chutney,1,0.5
15859,2019-07-19,Mango Chutney,1,0.5
15856,2019-07-19,Mango Chutney,2,0.5
15854,2019-07-19,Mango Chutney,2,0.5
15854,2019-07-19,Onion Chutney,2,0.5
15852,2019-07-19,Mango Chutney,1,0.5
15825,2019-07-16,Onion Chutney,2,0.5
15820,2019-07-16,Mango Chutney,2,0.5
15814,2019-07-16,Lime Pickle,1,0.5
15810,2019-07-15,Mint Sauce,1,0.5
15809,2019-07-15,Mint Sauce,1,0.5
15807,2019-07-15,Mint Sauce,1,0.5
15805,2019-07-15,Mango Chutney,2,0.5
15804,2019-07-15,Mango Chutney,1,0.5
15804,2019-07-15,Mint Sauce,1,0.5
15804,2019-07-15,Onion Chutney,1,0.5
15797,2019-07-14,Mint Sauce,1,0.5
15796,2019-07-14,Mint Sauce,2,0.5
15788,2019-07-14,Mango Chutney,1,0.5
15787,2019-07-14,Mango Chutney,1,0.5
15787,2019-07-14,Red Sauce,1,0.5
15785,2019-07-14,Mango Chutney,1,0.5
15784,2019-07-14,Onion Chutney,1,0.5
15784,2019-07-14,Mint Sauce,1,0.5
15776,2019-07-13,Mango Chutney,1,0.5
15774,2019-07-13,Mango Chutney,1,0.5
15774,2019-07-13,Mint Sauce,1,0.5
15771,2019-07-13,Mango Chutney,1,0.5
15771,2019-07-13,Mint Sauce,1,0.5
15771,2019-07-13,Onion Chutney,1,0.5
15771,2019-07-13,Red Sauce,1,0.5
15768,2019-07-13,Mango Chutney,1,0.5
15767,2019-07-13,Mint Sauce,2,0.5
15767,2019-07-13,Onion Chutney,2,0.5
15761,2019-07-13,Mango Chutney,1,0.5
15760,2019-07-13,Mango Chutney,1,0.5
15754,2019-07-12,Mint Sauce,2,0.5
15748,2019-07-12,Mango Chutney,1,0.5
15735,2019-07-11,Mango Chutney,2,0.5
15735,2019-07-11,Mint Sauce,2,0.5
15735,2019-07-11,Onion Chutney,2,0.5
15731,2019-07-11,Red Sauce,1,0.5
15731,2019-07-11,Mango Chutney,1,0.5
15729,2019-07-11,Mango Chutney,2,0.5
15723,2019-07-10,Mango Chutney,2,0.5
15723,2019-07-10,Onion Chutney,1,0.5
15721,2019-07-10,Mint Sauce,1,0.5
15721,2019-07-10,Lime Pickle,1,0.5
15720,2019-07-10,Onion Chutney,1,0.5
15720,2019-07-10,Mint Sauce,1,0.5
15717,2019-07-09,Mango Chutney,1,0.5
15715,2019-07-09,Onion Chutney,1,0.5
15712,2019-07-09,Mango Chutney,2,0.5
15712,2019-07-09,Mint Sauce,1,0.5
15711,2019-07-09,Red Sauce,1,0.5
15695,2019-07-07,Mango Chutney,1,0.5
15695,2019-07-07,Onion Chutney,1,0.5
15688,2019-07-07,Mint Sauce,2,0.5
15679,2019-07-06,Mango Chutney,1,0.5
15674,2019-07-06,Red Sauce,1,0.5
15672,2019-07-06,Mango Chutney,1,0.5
15670,2019-07-06,Mango Chutney,1,0.5
15670,2019-07-06,Lime Pickle,1,0.5
15669,2019-07-06,Mint Sauce,1,0.5
15669,2019-07-06,Onion Chutney,1,0.5
15665,2019-07-06,Red Sauce,1,0.5
15663,2019-07-06,Mint Sauce,1,0.5
15658,2019-07-06,Mango Chutney,1,0.5
15658,2019-07-06,Mint Sauce,1,0.5
15658,2019-07-06,Onion Chutney,1,0.5
15656,2019-07-06,Onion Chutney,1,0.5
15655,2019-07-06,Mango Chutney,1,0.5
15654,2019-07-06,Mango Chutney,1,0.5
15650,2019-07-05,Onion Chutney,1,0.5
15649,2019-07-05,Mango Chutney,1,0.5
15645,2019-07-05,Mango Chutney,1,0.5
15645,2019-07-05,Onion Chutney,1,0.5
15643,2019-07-05,Mango Chutney,4,0.5
15643,2019-07-05,Onion Chutney,2,0.5
15641,2019-07-05,Onion Chutney,2,0.5
15637,2019-07-05,Mango Chutney,1,0.5
15635,2019-07-05,Red Sauce,1,0.5
15635,2019-07-05,Mint Sauce,1,0.5
